1430414000118.229,2,0,0
1430414000375.526,2,0,0
1430414000632.386,2,0,0
1430414000889.225,2,0,0
1430414001145.984,2,0,0
1430414001405.7368,2,0,0
1430414001663.1218,2,0,0
1430414001919.521,2,0,0
1430414002176.136,2,0,0
1430414002434.741,2,0,0
1430414002691.093,2,0,0
1430414002947.662,2,0,0
1430414003208.2468,2,0,0
1430414003464.195,2,0,0
1430414003723.77,2,0,0
1430414003980.0479,2,0,0
1430414004236.72,2,0,-41
1430414004493.812,2,0,-50
1430414004750.1409,2,0,-50
1430414005006.99,2,0,-50
1430414005271.641,2,0,-50
1430414005528.279,2,0,-50
1430414005784.823,2,0,-50
1430414006041.644,2,0,-75
1430414006298.564,2,0,-25
1430414006560.466,2,0,-77
1430414006817.874,2,0,0
1430414007075.247,2,0,0
1430414007331.7412,2,0,0
1430414007588.395,2,0,0
1430414007844.917,2,0,0
1430414008101.1182,2,0,0
1430414008359.568,2,0,0
1430414008619.8489,2,0,0
1430414008876.527,2,0,0
1430414009134.0981,2,0,0
1430414009390.971,2,0,0
1430414009650.2349,2,0,0
1430414009906.207,2,0,0
1430414010164.267,2,0,0
1430414010426.909,2,0,0
1430414010684.874,2,0,0
1430414010943.812,2,0,0
1430414011204.092,2,0,0
1430414011461.2751,2,0,0
1430414011717.852,2,-37,0
1430414011977.5022,2,-96,0
1430414012237.3818,2,83,0
1430414012497.525,2,100,0
1430414012756.197,2,0,0
1430414013016.0588,2,-7,0
1430414013274.3982,2,0,0
1430414013529.823,2,-69,0
1430414013786.305,2,0,0
1430414014043.604,2,66,0
1430414014300.171,2,0,0
1430414014557.069,2,0,0
1430414014814.461,2,38,0
1430414015073.098,2,38,0
1430414015333.838,2,84,0
1430414015597.906,2,100,0
1430414015854.521,2,100,0
1430414016113.201,2,87,0
1430414016373.826,2,87,0
1430414016629.594,2,85,0
1430414016887.4868,2,83,0
1430414017144.6382,2,82,0
1430414017400.4321,2,75,0
1430414017657.465,2,69,0
1430414017917.615,2,51,0
1430414018174.7998,2,32,0
1430414018430.423,2,2,0
1430414018691.035,2,-7,0
1430414018947.2808,2,-18,0
1430414019204.8892,2,-28,0
1430414019461.666,2,-31,0
1430414019717.9202,2,-50,0
1430414019978.493,2,-67,0
1430414020238.0,2,-81,0
1430414020495.05,2,-96,0
1430414020750.3928,2,-77,0
1430414021008.448,2,-3,0
1430414021265.883,2,0,0
1430414021522.392,2,0,0
1430414021778.634,2,0,0
1430414022041.1301,2,0,0
1430414022296.285,2,0,0
1430414022554.822,2,0,0
1430414022814.952,2,0,0
1430414023070.489,2,-30,0
1430414023331.223,2,0,0
1430414023587.3,2,61,0
1430414023843.864,2,0,0
1430414024100.25,2,-43,0
1430414024357.373,2,-69,0
1430414024614.2312,2,0,0
1430414024874.409,2,0,0
1430414025132.4949,2,0,0
1430414025391.374,2,0,0
1430414025647.738,2,0,0
1430414026142.9019,2,0,0
1430414026401.4348,2,0,0
1430414026660.2622,2,0,0
1430414026916.132,2,0,0
1430414027175.102,2,0,0
1430414027431.7131,2,0,0
1430414027688.112,2,0,0
1430414027945.44,2,0,0
1430414028202.211,2,0,0
1430414028459.2021,2,0,0
1430414028718.758,2,0,0
1430414028977.347,2,0,0
1430414029234.2888,2,0,0
1430414029491.0469,2,0,0
1430414029747.539,2,0,0
1430414030004.735,2,0,0
1430414030261.4182,2,0,0
1430414030521.147,2,0,0
1430414030776.315,2,0,0
1430414031039.635,2,0,0
1430414031296.617,2,0,0
1430414031553.503,2,0,0
1430414031814.687,2,0,0
1430414032071.617,2,0,0
1430414032328.0498,2,0,0
1430414032584.9768,2,0,0
1430414032842.239,2,0,0
1430414033101.899,2,0,0
1430414033358.325,2,0,0
1430414033615.357,2,0,0
1430414033872.508,2,0,0
1430414034129.034,2,0,0
1430414034385.704,2,0,0
1430414034645.4302,2,0,0
1430414034901.9211,2,0,0
1430414035158.53,2,0,0
1430414035415.124,2,0,0
1430414035671.9502,2,0,0
1430414035928.3928,2,0,0
1430414036195.501,2,0,0
1430414036452.553,2,0,0
1430414036708.996,2,0,0
1430414036965.614,2,0,0
1430414037222.6428,2,0,3
1430414037478.991,2,0,6
1430414037741.595,2,0,16
1430414037998.118,2,0,16
1430414038255.5872,2,0,0
1430414038512.1938,2,0,2
1430414038768.555,2,0,8
1430414039025.285,2,0,9
1430414039285.276,2,0,16
1430414039542.812,2,0,0
1430414039799.405,2,0,14
1430414040055.782,2,0,0
1430414040312.6719,2,0,17
