1987228282.222,0,0,0
1987228801.346,2,48,0
1987229313.968,2,98,0
1987229827.906,2,48,0
1987230340.191,2,-2,0
1987230856.977,2,-53,0
1987231376.747,2,-99,0
1987231890.565,2,-49,0
1987232401.437,2,0,0
1987232912.423,2,0,4
1987233425.322,2,0,10
1987233938.165,2,0,14
1987234451.188,2,0,20
1987234963.074,2,0,24
1987235475.938,2,0,28
1987235987.839,2,0,22
1987236499.83,2,0,17
1987237011.776,2,0,12
1987237523.669,2,0,7
1987238034.64,2,0,2
1987238546.368,2,0,0
1987239057.428,2,0,0
1987239568.427,2,0,0
1987240079.4,2,0,0
1987240590.489,2,0,0
1987241102.339,2,0,0
1987241618.337,2,0,-24
1987242135.934,2,0,-75
1987242651.224,2,0,-77
1987243168.336,2,0,-25
1987214996.883,0,0,0
1987215515.815,2,48,0
1987216028.772,2,98,0
1987216545.634,2,48,0
1987217058.893,2,-2,0
1987217577.404,2,-53,0
1987218097.227,2,-99,0
1987218617.276,2,-48,0
1987219128.302,2,0,0
1987219640.048,2,0,4
1987220151.984,2,0,10
1987220665.101,2,0,14
1987221177.962,2,0,20
1987221690.052,2,0,24
1987222202.125,2,0,27
1987222715.1,2,0,22
1987223228.096,2,0,17
1987223740.044,2,0,12
1987224252.077,2,0,7
1987224763.119,2,0,2
1987225274.853,2,0,0
1987225785.86,2,0,0
1987226297.687,2,0,0
1987226808.717,2,0,0
1987227320.265,2,0,0
1987227831.347,2,0,0
1987228350.155,2,0,-25
1987228869.096,2,0,-75
1987229388.725,2,0,-75
1987229907.806,2,0,-25
